,image,labelname,labelnumber,pct,filename
77,cards\Rorschach_blot_08.jpg,umbrella,7,1.92,inceptionresnetv2
78,cards\Rorschach_blot_08.jpg,poncho,8,1.85,inceptionresnetv2
79,cards\Rorschach_blot_08.jpg,screwdriver,9,1.84,inceptionresnetv2
80,cards\Rorschach_blot_09.jpg,missile,0,40.91,inceptionresnetv2
81,cards\Rorschach_blot_09.jpg,projectile,1,14.31,inceptionresnetv2
82,cards\Rorschach_blot_09.jpg,fountain,2,13.34,inceptionresnetv2
83,cards\Rorschach_blot_09.jpg,space_shuttle,3,3.45,inceptionresnetv2
84,cards\Rorschach_blot_09.jpg,candle,4,1.46,inceptionresnetv2
85,cards\Rorschach_blot_09.jpg,warplane,5,0.73,inceptionresnetv2
86,cards\Rorschach_blot_09.jpg,tray,6,0.59,inceptionresnetv2
87,cards\Rorschach_blot_09.jpg,altar,7,0.47,inceptionresnetv2
88,cards\Rorschach_blot_09.jpg,geyser,8,0.37,inceptionresnetv2
89,cards\Rorschach_blot_09.jpg,isopod,9,0.37,inceptionresnetv2
90,cards\Rorschach_blot_10.jpg,tray,0,19.37,inceptionresnetv2
91,cards\Rorschach_blot_10.jpg,missile,1,17.04,inceptionresnetv2
92,cards\Rorschach_blot_10.jpg,projectile,2,4.96,inceptionresnetv2
93,cards\Rorschach_blot_10.jpg,wall_clock,3,3.09,inceptionresnetv2
94,cards\Rorschach_blot_10.jpg,handkerchief,4,1.87,inceptionresnetv2
95,cards\Rorschach_blot_10.jpg,plate,5,1.77,inceptionresnetv2
96,cards\Rorschach_blot_10.jpg,warplane,6,1.25,inceptionresnetv2
97,cards\Rorschach_blot_10.jpg,soup_bowl,7,1.24,inceptionresnetv2
98,cards\Rorschach_blot_10.jpg,envelope,8,1.12,inceptionresnetv2
99,cards\Rorschach_blot_10.jpg,paper_towel,9,0.98,inceptionresnetv2
0,cards\Rorschach_blot_01.jpg,walking_stick,0,6.63,inceptionv3
1,cards\Rorschach_blot_01.jpg,traffic_light,1,6.3,inceptionv3
2,cards\Rorschach_blot_01.jpg,breastplate,2,4.69,inceptionv3
3,cards\Rorschach_blot_01.jpg,shield,3,2.82,inceptionv3
4,cards\Rorschach_blot_01.jpg,hammerhead,4,2.6,inceptionv3
5,cards\Rorschach_blot_01.jpg,missile,5,2.52,inceptionv3
6,cards\Rorschach_blot_01.jpg,lampshade,6,2.23,inceptionv3
7,cards\Rorschach_blot_01.jpg,cuirass,7,2.0,inceptionv3
8,cards\Rorschach_blot_01.jpg,tank,8,1.77,inceptionv3
9,cards\Rorschach_blot_01.jpg,warplane,9,1.34,inceptionv3
10,cards\Rorschach_blot_02.jpg,hair_slide,0,17.97,inceptionv3
11,cards\Rorschach_blot_02.jpg,honeycomb,1,11.5,inceptionv3
12,cards\Rorschach_blot_02.jpg,mask,2,8.77,inceptionv3
13,cards\Rorschach_blot_02.jpg,geyser,3,3.39,inceptionv3
14,cards\Rorschach_blot_02.jpg,breastplate,4,2.75,inceptionv3
15,cards\Rorschach_blot_02.jpg,wall_clock,5,2.18,inceptionv3
16,cards\Rorschach_blot_02.jpg,fire_screen,6,2.18,inceptionv3
17,cards\Rorschach_blot_02.jpg,shield,7,2.16,inceptionv3
18,cards\Rorschach_blot_02.jpg,admiral,8,1.82,inceptionv3
19,cards\Rorschach_blot_02.jpg,cuirass,9,1.74,inceptionv3
20,cards\Rorschach_blot_03.jpg,shield,0,40.51,inceptionv3
21,cards\Rorschach_blot_03.jpg,jersey,1,7.71,inceptionv3
22,cards\Rorschach_blot_03.jpg,coffee_mug,2,6.93,inceptionv3
23,cards\Rorschach_blot_03.jpg,tray,3,6.06,inceptionv3
24,cards\Rorschach_blot_03.jpg,pitcher,4,4.67,inceptionv3
25,cards\Rorschach_blot_03.jpg,book_jacket,5,1.96,inceptionv3
26,cards\Rorschach_blot_03.jpg,cup,6,1.83,inceptionv3
27,cards\Rorschach_blot_03.jpg,envelope,7,1.69,inceptionv3
28,cards\Rorschach_blot_03.jpg,pillow,8,1.29,inceptionv3
29,cards\Rorschach_blot_03.jpg,wall_clock,9,1.28,inceptionv3
30,cards\Rorschach_blot_04.jpg,banana,0,13.21,inceptionv3
31,cards\Rorschach_blot_04.jpg,fountain,1,10.2,inceptionv3
32,cards\Rorschach_blot_04.jpg,volcano,2,6.46,inceptionv3
33,cards\Rorschach_blot_04.jpg,vase,3,3.44,inceptionv3
34,cards\Rorschach_blot_04.jpg,coral_fungus,4,2.82,inceptionv3
35,cards\Rorschach_blot_04.jpg,pitcher,5,2.67,inceptionv3
36,cards\Rorschach_blot_04.jpg,jellyfish,6,1.97,inceptionv3
37,cards\Rorschach_blot_04.jpg,hen-of-the-woods,7,1.97,inceptionv3
38,cards\Rorschach_blot_04.jpg,wool,8,1.88,inceptionv3
39,cards\Rorschach_blot_04.jpg,missile,9,1.75,inceptionv3
40,cards\Rorschach_blot_05.jpg,isopod,0,11.33,inceptionv3
41,cards\Rorschach_blot_05.jpg,warplane,1,7.78,inceptionv3
42,cards\Rorschach_blot_05.jpg,tank,2,2.66,inceptionv3
43,cards\Rorschach_blot_05.jpg,pot,3,2.12,inceptionv3
44,cards\Rorschach_blot_05.jpg,paper_towel,4,1.86,inceptionv3
45,cards\Rorschach_blot_05.jpg,missile,5,1.67,inceptionv3
46,cards\Rorschach_blot_05.jpg,shield,6,1.56,inceptionv3
47,cards\Rorschach_blot_05.jpg,quill,7,1.37,inceptionv3
48,cards\Rorschach_blot_05.jpg,fire_screen,8,1.31,inceptionv3
49,cards\Rorschach_blot_05.jpg,electric_ray,9,1.31,inceptionv3
50,cards\Rorschach_blot_06.jpg,warplane,0,23.02,inceptionv3
51,cards\Rorschach_blot_06.jpg,missile,1,18.91,inceptionv3
52,cards\Rorschach_blot_06.jpg,projectile,2,4.57,inceptionv3
53,cards\Rorschach_blot_06.jpg,wing,3,2.89,inceptionv3
54,cards\Rorschach_blot_06.jpg,aircraft_carrier,4,1.72,inceptionv3
55,cards\Rorschach_blot_06.jpg,banana,5,1.32,inceptionv3
56,cards\Rorschach_blot_06.jpg,ant,6,0.97,inceptionv3
57,cards\Rorschach_blot_06.jpg,airliner,7,0.87,inceptionv3
58,cards\Rorschach_blot_06.jpg,fountain,8,0.83,inceptionv3
59,cards\Rorschach_blot_06.jpg,brass,9,0.8,inceptionv3
60,cards\Rorschach_blot_07.jpg,missile,0,36.33,inceptionv3
61,cards\Rorschach_blot_07.jpg,projectile,1,22.02,inceptionv3
62,cards\Rorschach_blot_07.jpg,geyser,2,11.51,inceptionv3
63,cards\Rorschach_blot_07.jpg,screw,3,3.54,inceptionv3
64,cards\Rorschach_blot_07.jpg,volcano,4,1.92,inceptionv3
65,cards\Rorschach_blot_07.jpg,breastplate,5,1.62,inceptionv3
66,cards\Rorschach_blot_07.jpg,banana,6,0.76,inceptionv3
67,cards\Rorschach_blot_07.jpg,barometer,7,0.69,inceptionv3
68,cards\Rorschach_blot_07.jpg,honeycomb,8,0.68,inceptionv3
69,cards\Rorschach_blot_07.jpg,steam_locomotive,9,0.62,inceptionv3
70,cards\Rorschach_blot_08.jpg,umbrella,0,58.12,inceptionv3
71,cards\Rorschach_blot_08.jpg,parachute,1,13.32,inceptionv3
72,cards\Rorschach_blot_08.jpg,jellyfish,2,1.63,inceptionv3
73,cards\Rorschach_blot_08.jpg,violin,3,1.09,inceptionv3
74,cards\Rorschach_blot_08.jpg,leatherback_turtle,4,0.82,inceptionv3
75,cards\Rorschach_blot_08.jpg,balloon,5,0.68,inceptionv3
76,cards\Rorschach_blot_08.jpg,hoopskirt,6,0.59,inceptionv3
77,cards\Rorschach_blot_08.jpg,fountain,7,0.5,inceptionv3
78,cards\Rorschach_blot_08.jpg,book_jacket,8,0.49,inceptionv3
79,cards\Rorschach_blot_08.jpg,poncho,9,0.46,inceptionv3
80,cards\Rorschach_blot_09.jpg,parachute,0,16.59,inceptionv3
81,cards\Rorschach_blot_09.jpg,fountain,1,9.61,inceptionv3
82,cards\Rorschach_blot_09.jpg,missile,2,7.83,inceptionv3
83,cards\Rorschach_blot_09.jpg,jellyfish,3,4.89,inceptionv3
84,cards\Rorschach_blot_09.jpg,isopod,4,2.62,inceptionv3
85,cards\Rorschach_blot_09.jpg,hook,5,2.2,inceptionv3
86,cards\Rorschach_blot_09.jpg,violin,6,1.96,inceptionv3
87,cards\Rorschach_blot_09.jpg,space_shuttle,7,1.86,inceptionv3
88,cards\Rorschach_blot_09.jpg,cello,8,1.79,inceptionv3
89,cards\Rorschach_blot_09.jpg,balloon,9,1.66,inceptionv3
90,cards\Rorschach_blot_10.jpg,tray,0,57.58,inceptionv3
91,cards\Rorschach_blot_10.jpg,paper_towel,1,6.07,inceptionv3
92,cards\Rorschach_blot_10.jpg,jigsaw_puzzle,2,1.37,inceptionv3
93,cards\Rorschach_blot_10.jpg,jellyfish,3,1.05,inceptionv3
94,cards\Rorschach_blot_10.jpg,vase,4,0.99,inceptionv3
95,cards\Rorschach_blot_10.jpg,honeycomb,5,0.87,inceptionv3
96,cards\Rorschach_blot_10.jpg,menu,6,0.82,inceptionv3
97,cards\Rorschach_blot_10.jpg,conch,7,0.56,inceptionv3
98,cards\Rorschach_blot_10.jpg,king_crab,8,0.55,inceptionv3
99,cards\Rorschach_blot_10.jpg,parachute,9,0.49,inceptionv3
0,cards\Rorschach_blot_01.jpg,birdhouse,0,11.5,mobilenet
1,cards\Rorschach_blot_01.jpg,kite,1,11.38,mobilenet
2,cards\Rorschach_blot_01.jpg,vulture,2,11.32,mobilenet
3,cards\Rorschach_blot_01.jpg,warplane,3,10.25,mobilenet
4,cards\Rorschach_blot_01.jpg,hummingbird,4,9.19,mobilenet
5,cards\Rorschach_blot_01.jpg,acorn,5,7.0,mobilenet
6,cards\Rorschach_blot_01.jpg,conch,6,6.55,mobilenet
7,cards\Rorschach_blot_01.jpg,wing,7,4.28,mobilenet
8,cards\Rorschach_blot_01.jpg,black_grouse,8,2.81,mobilenet
9,cards\Rorschach_blot_01.jpg,quail,9,2.11,mobilenet
10,cards\Rorschach_blot_02.jpg,cock,0,72.84,mobilenet
11,cards\Rorschach_blot_02.jpg,hen,1,9.43,mobilenet
12,cards\Rorschach_blot_02.jpg,conch,2,6.46,mobilenet
13,cards\Rorschach_blot_02.jpg,black_grouse,3,1.79,mobilenet
14,cards\Rorschach_blot_02.jpg,birdhouse,4,1.08,mobilenet
15,cards\Rorschach_blot_02.jpg,hummingbird,5,0.74,mobilenet
16,cards\Rorschach_blot_02.jpg,mask,6,0.73,mobilenet
17,cards\Rorschach_blot_02.jpg,obelisk,7,0.64,mobilenet
18,cards\Rorschach_blot_02.jpg,admiral,8,0.42,mobilenet
19,cards\Rorschach_blot_02.jpg,flagpole,9,0.34,mobilenet
20,cards\Rorschach_blot_03.jpg,candle,0,32.68,mobilenet
21,cards\Rorschach_blot_03.jpg,ice_cream,1,22.52,mobilenet
22,cards\Rorschach_blot_03.jpg,vase,2,5.37,mobilenet
23,cards\Rorschach_blot_03.jpg,book_jacket,3,4.56,mobilenet
24,cards\Rorschach_blot_03.jpg,lipstick,4,2.62,mobilenet
25,cards\Rorschach_blot_03.jpg,handkerchief,5,2.62,mobilenet
26,cards\Rorschach_blot_03.jpg,jersey,6,1.86,mobilenet
27,cards\Rorschach_blot_03.jpg,soap_dispenser,7,1.66,mobilenet
28,cards\Rorschach_blot_03.jpg,tray,8,1.45,mobilenet
29,cards\Rorschach_blot_03.jpg,pitcher,9,1.39,mobilenet
30,cards\Rorschach_blot_04.jpg,vase,0,12.82,mobilenet
31,cards\Rorschach_blot_04.jpg,Afghan_hound,1,5.89,mobilenet
32,cards\Rorschach_blot_04.jpg,boxer,2,5.48,mobilenet
33,cards\Rorschach_blot_04.jpg,miniature_schnauzer,3,3.59,mobilenet
34,cards\Rorschach_blot_04.jpg,hip,4,3.59,mobilenet
35,cards\Rorschach_blot_04.jpg,triumphal_arch,5,3.02,mobilenet
36,cards\Rorschach_blot_04.jpg,feather_boa,6,2.88,mobilenet
37,cards\Rorschach_blot_04.jpg,cup,7,2.68,mobilenet
38,cards\Rorschach_blot_04.jpg,pitcher,8,2.01,mobilenet
39,cards\Rorschach_blot_04.jpg,isopod,9,1.55,mobilenet
40,cards\Rorschach_blot_05.jpg,rhinoceros_beetle,0,14.52,mobilenet
41,cards\Rorschach_blot_05.jpg,fire_screen,1,8.59,mobilenet
42,cards\Rorschach_blot_05.jpg,hummingbird,2,7.19,mobilenet
43,cards\Rorschach_blot_05.jpg,buckeye,3,6.41,mobilenet
44,cards\Rorschach_blot_05.jpg,triumphal_arch,4,5.69,mobilenet
45,cards\Rorschach_blot_05.jpg,fly,5,5.47,mobilenet
46,cards\Rorschach_blot_05.jpg,hip,6,4.38,mobilenet
47,cards\Rorschach_blot_05.jpg,bee,7,2.83,mobilenet
48,cards\Rorschach_blot_05.jpg,strawberry,8,2.55,mobilenet
49,cards\Rorschach_blot_05.jpg,tarantula,9,2.12,mobilenet
50,cards\Rorschach_blot_06.jpg,warplane,0,65.99,mobilenet
51,cards\Rorschach_blot_06.jpg,missile,1,11.34,mobilenet
52,cards\Rorschach_blot_06.jpg,projectile,2,4.32,mobilenet
53,cards\Rorschach_blot_06.jpg,wing,3,2.32,mobilenet
54,cards\Rorschach_blot_06.jpg,pole,4,1.05,mobilenet
55,cards\Rorschach_blot_06.jpg,feather_boa,5,0.92,mobilenet
56,cards\Rorschach_blot_06.jpg,aircraft_carrier,6,0.84,mobilenet
57,cards\Rorschach_blot_06.jpg,isopod,7,0.74,mobilenet
58,cards\Rorschach_blot_06.jpg,fountain,8,0.72,mobilenet
59,cards\Rorschach_blot_06.jpg,space_shuttle,9,0.69,mobilenet
60,cards\Rorschach_blot_07.jpg,hip,0,29.89,mobilenet
61,cards\Rorschach_blot_07.jpg,candle,1,7.76,mobilenet
62,cards\Rorschach_blot_07.jpg,strawberry,2,5.8,mobilenet
63,cards\Rorschach_blot_07.jpg,necklace,3,4.3,mobilenet
64,cards\Rorschach_blot_07.jpg,matchstick,4,2.87,mobilenet
65,cards\Rorschach_blot_07.jpg,tray,5,2.6,mobilenet
66,cards\Rorschach_blot_07.jpg,hook,6,2.13,mobilenet
67,cards\Rorschach_blot_07.jpg,geyser,7,2.12,mobilenet
68,cards\Rorschach_blot_07.jpg,bucket,8,1.74,mobilenet
69,cards\Rorschach_blot_07.jpg,cauliflower,9,1.53,mobilenet
70,cards\Rorschach_blot_08.jpg,fountain,0,77.33,mobilenet
71,cards\Rorschach_blot_08.jpg,mask,1,3.3,mobilenet
72,cards\Rorschach_blot_08.jpg,handkerchief,2,1.17,mobilenet
73,cards\Rorschach_blot_08.jpg,jigsaw_puzzle,3,0.95,mobilenet
74,cards\Rorschach_blot_08.jpg,necklace,4,0.78,mobilenet
75,cards\Rorschach_blot_08.jpg,umbrella,5,0.75,mobilenet
76,cards\Rorschach_blot_08.jpg,orange,6,0.71,mobilenet
77,cards\Rorschach_blot_08.jpg,wool,7,0.55,mobilenet
78,cards\Rorschach_blot_08.jpg,fire_screen,8,0.46,mobilenet
79,cards\Rorschach_blot_08.jpg,shovel,9,0.46,mobilenet
80,cards\Rorschach_blot_09.jpg,fountain,0,64.82,mobilenet
81,cards\Rorschach_blot_09.jpg,hourglass,1,21.0,mobilenet
82,cards\Rorschach_blot_09.jpg,balloon,2,4.18,mobilenet
83,cards\Rorschach_blot_09.jpg,parachute,3,1.31,mobilenet
84,cards\Rorschach_blot_09.jpg,red_wine,4,1.13,mobilenet
85,cards\Rorschach_blot_09.jpg,trifle,5,0.87,mobilenet
86,cards\Rorschach_blot_09.jpg,altar,6,0.54,mobilenet
87,cards\Rorschach_blot_09.jpg,hummingbird,7,0.49,mobilenet
88,cards\Rorschach_blot_09.jpg,vase,8,0.38,mobilenet
89,cards\Rorschach_blot_09.jpg,espresso,9,0.31,mobilenet
90,cards\Rorschach_blot_10.jpg,handkerchief,0,12.82,mobilenet
91,cards\Rorschach_blot_10.jpg,feather_boa,1,8.78,mobilenet
92,cards\Rorschach_blot_10.jpg,goldfish,2,3.79,mobilenet
93,cards\Rorschach_blot_10.jpg,tray,3,3.41,mobilenet
94,cards\Rorschach_blot_10.jpg,fountain,4,2.68,mobilenet
95,cards\Rorschach_blot_10.jpg,candle,5,2.58,mobilenet
96,cards\Rorschach_blot_10.jpg,vase,6,2.39,mobilenet
97,cards\Rorschach_blot_10.jpg,saltshaker,7,2.35,mobilenet
98,cards\Rorschach_blot_10.jpg,fire_screen,8,2.14,mobilenet
99,cards\Rorschach_blot_10.jpg,thimble,9,1.9,mobilenet
0,cards\Rorschach_blot_01.jpg,warplane,0,46.16,nasnetlarge
1,cards\Rorschach_blot_01.jpg,wing,1,27.57,nasnetlarge
2,cards\Rorschach_blot_01.jpg,cuirass,2,3.99,nasnetlarge
3,cards\Rorschach_blot_01.jpg,missile,3,2.47,nasnetlarge
4,cards\Rorschach_blot_01.jpg,breastplate,4,2.29,nasnetlarge
5,cards\Rorschach_blot_01.jpg,projectile,5,1.33,nasnetlarge
6,cards\Rorschach_blot_01.jpg,aircraft_carrier,6,1.1,nasnetlarge
7,cards\Rorschach_blot_01.jpg,shield,7,0.79,nasnetlarge
8,cards\Rorschach_blot_01.jpg,pole,8,0.44,nasnetlarge
9,cards\Rorschach_blot_01.jpg,volcano,9,0.36,nasnetlarge
10,cards\Rorschach_blot_02.jpg,mask,0,29.46,nasnetlarge
11,cards\Rorschach_blot_02.jpg,bearskin,1,8.5,nasnetlarge
12,cards\Rorschach_blot_02.jpg,cuirass,2,6.75,nasnetlarge
13,cards\Rorschach_blot_02.jpg,breastplate,3,5.17,nasnetlarge
14,cards\Rorschach_blot_02.jpg,wall_clock,4,3.98,nasnetlarge
15,cards\Rorschach_blot_02.jpg,cloak,5,3.15,nasnetlarge
16,cards\Rorschach_blot_02.jpg,chime,6,3.07,nasnetlarge
17,cards\Rorschach_blot_02.jpg,shield,7,2.42,nasnetlarge
18,cards\Rorschach_blot_02.jpg,velvet,8,1.5,nasnetlarge
19,cards\Rorschach_blot_02.jpg,frilled_lizard,9,1.49,nasnetlarge
20,cards\Rorschach_blot_03.jpg,book_jacket,0,39.06,nasnetlarge
21,cards\Rorschach_blot_03.jpg,jersey,1,17.15,nasnetlarge
22,cards\Rorschach_blot_03.jpg,comic_book,2,5.41,nasnetlarge
23,cards\Rorschach_blot_03.jpg,ashcan,3,2.32,nasnetlarge
24,cards\Rorschach_blot_03.jpg,envelope,4,1.67,nasnetlarge
25,cards\Rorschach_blot_03.jpg,tray,5,1.57,nasnetlarge
26,cards\Rorschach_blot_03.jpg,bucket,6,1.51,nasnetlarge
27,cards\Rorschach_blot_03.jpg,coffee_mug,7,1.18,nasnetlarge
28,cards\Rorschach_blot_03.jpg,toilet_tissue,8,1.12,nasnetlarge
29,cards\Rorschach_blot_03.jpg,milk_can,9,0.74,nasnetlarge
30,cards\Rorschach_blot_04.jpg,fountain,0,10.39,nasnetlarge
31,cards\Rorschach_blot_04.jpg,vase,1,7.52,nasnetlarge
32,cards\Rorschach_blot_04.jpg,cauliflower,2,5.45,nasnetlarge
33,cards\Rorschach_blot_04.jpg,broccoli,3,3.33,nasnetlarge
34,cards\Rorschach_blot_04.jpg,cicada,4,2.63,nasnetlarge
35,cards\Rorschach_blot_04.jpg,black_swan,5,2.09,nasnetlarge
36,cards\Rorschach_blot_04.jpg,book_jacket,6,1.92,nasnetlarge
37,cards\Rorschach_blot_04.jpg,hen-of-the-woods,7,1.84,nasnetlarge
38,cards\Rorschach_blot_04.jpg,hip,8,1.82,nasnetlarge
39,cards\Rorschach_blot_04.jpg,pitcher,9,1.32,nasnetlarge
40,cards\Rorschach_blot_05.jpg,isopod,0,37.56,nasnetlarge
41,cards\Rorschach_blot_05.jpg,tick,1,3.84,nasnetlarge
42,cards\Rorschach_blot_05.jpg,ant,2,3.73,nasnetlarge
43,cards\Rorschach_blot_05.jpg,ground_beetle,3,3.57,nasnetlarge
44,cards\Rorschach_blot_05.jpg,warplane,4,3.39,nasnetlarge
45,cards\Rorschach_blot_05.jpg,cicada,5,2.21,nasnetlarge
46,cards\Rorschach_blot_05.jpg,crayfish,6,1.98,nasnetlarge
47,cards\Rorschach_blot_05.jpg,cockroach,7,1.88,nasnetlarge
48,cards\Rorschach_blot_05.jpg,walking_stick,8,1.84,nasnetlarge
49,cards\Rorschach_blot_05.jpg,rhinoceros_beetle,9,1.42,nasnetlarge
50,cards\Rorschach_blot_06.jpg,missile,0,53.82,nasnetlarge
51,cards\Rorschach_blot_06.jpg,projectile,1,26.38,nasnetlarge
52,cards\Rorschach_blot_06.jpg,warplane,2,0.52,nasnetlarge
53,cards\Rorschach_blot_06.jpg,flatworm,3,0.26,nasnetlarge
54,cards\Rorschach_blot_06.jpg,space_shuttle,4,0.24,nasnetlarge
55,cards\Rorschach_blot_06.jpg,traffic_light,5,0.23,nasnetlarge
56,cards\Rorschach_blot_06.jpg,fountain,6,0.17,nasnetlarge
57,cards\Rorschach_blot_06.jpg,table_lamp,7,0.15,nasnetlarge
58,cards\Rorschach_blot_06.jpg,breastplate,8,0.15,nasnetlarge
59,cards\Rorschach_blot_06.jpg,hair_slide,9,0.12,nasnetlarge
60,cards\Rorschach_blot_07.jpg,warplane,0,17.5,nasnetlarge
61,cards\Rorschach_blot_07.jpg,missile,1,13.8,nasnetlarge
62,cards\Rorschach_blot_07.jpg,volcano,2,12.57,nasnetlarge
63,cards\Rorschach_blot_07.jpg,projectile,3,6.93,nasnetlarge
64,cards\Rorschach_blot_07.jpg,wing,4,6.69,nasnetlarge
65,cards\Rorschach_blot_07.jpg,geyser,5,4.13,nasnetlarge
66,cards\Rorschach_blot_07.jpg,steam_locomotive,6,3.85,nasnetlarge
67,cards\Rorschach_blot_07.jpg,airship,7,3.16,nasnetlarge
68,cards\Rorschach_blot_07.jpg,parachute,8,2.41,nasnetlarge
69,cards\Rorschach_blot_07.jpg,aircraft_carrier,9,1.5,nasnetlarge
70,cards\Rorschach_blot_08.jpg,fountain,0,40.55,nasnetlarge
71,cards\Rorschach_blot_08.jpg,pitcher,1,4.9,nasnetlarge
72,cards\Rorschach_blot_08.jpg,coffeepot,2,4.35,nasnetlarge
73,cards\Rorschach_blot_08.jpg,tray,3,3.83,nasnetlarge
74,cards\Rorschach_blot_08.jpg,vase,4,2.24,nasnetlarge
75,cards\Rorschach_blot_08.jpg,bow,5,2.03,nasnetlarge
76,cards\Rorschach_blot_08.jpg,handkerchief,6,1.95,nasnetlarge
77,cards\Rorschach_blot_08.jpg,cup,7,1.83,nasnetlarge
78,cards\Rorschach_blot_08.jpg,parachute,8,1.79,nasnetlarge
79,cards\Rorschach_blot_08.jpg,teapot,9,1.66,nasnetlarge
80,cards\Rorschach_blot_09.jpg,missile,0,65.79,nasnetlarge
81,cards\Rorschach_blot_09.jpg,projectile,1,21.87,nasnetlarge
82,cards\Rorschach_blot_09.jpg,tank,2,0.1,nasnetlarge
83,cards\Rorschach_blot_09.jpg,space_shuttle,3,0.07,nasnetlarge
84,cards\Rorschach_blot_09.jpg,trifle,4,0.07,nasnetlarge
85,cards\Rorschach_blot_09.jpg,warplane,5,0.06,nasnetlarge
86,cards\Rorschach_blot_09.jpg,plate,6,0.05,nasnetlarge
87,cards\Rorschach_blot_09.jpg,pitcher,7,0.05,nasnetlarge
88,cards\Rorschach_blot_09.jpg,pencil_sharpener,8,0.05,nasnetlarge
89,cards\Rorschach_blot_09.jpg,Ibizan_hound,9,0.04,nasnetlarge
90,cards\Rorschach_blot_10.jpg,tray,0,87.29,nasnetlarge
91,cards\Rorschach_blot_10.jpg,handkerchief,1,2.32,nasnetlarge
92,cards\Rorschach_blot_10.jpg,feather_boa,2,0.51,nasnetlarge
93,cards\Rorschach_blot_10.jpg,parachute,3,0.45,nasnetlarge
94,cards\Rorschach_blot_10.jpg,space_shuttle,4,0.35,nasnetlarge
95,cards\Rorschach_blot_10.jpg,pillow,5,0.3,nasnetlarge
96,cards\Rorschach_blot_10.jpg,wall_clock,6,0.3,nasnetlarge
97,cards\Rorschach_blot_10.jpg,vase,7,0.23,nasnetlarge
98,cards\Rorschach_blot_10.jpg,envelope,8,0.22,nasnetlarge
99,cards\Rorschach_blot_10.jpg,fire_screen,9,0.21,nasnetlarge
0,cards\Rorschach_blot_01.jpg,wall_clock,0,32.29,nasnetmobile
1,cards\Rorschach_blot_01.jpg,warplane,1,15.95,nasnetmobile
2,cards\Rorschach_blot_01.jpg,wing,2,6.71,nasnetmobile
3,cards\Rorschach_blot_01.jpg,parachute,3,3.58,nasnetmobile
4,cards\Rorschach_blot_01.jpg,analog_clock,4,2.11,nasnetmobile
5,cards\Rorschach_blot_01.jpg,projectile,5,1.93,nasnetmobile
6,cards\Rorschach_blot_01.jpg,barometer,6,1.36,nasnetmobile
7,cards\Rorschach_blot_01.jpg,aircraft_carrier,7,1.32,nasnetmobile
8,cards\Rorschach_blot_01.jpg,shield,8,1.01,nasnetmobile
9,cards\Rorschach_blot_01.jpg,missile,9,0.92,nasnetmobile
10,cards\Rorschach_blot_02.jpg,earthstar,0,41.42,nasnetmobile
11,cards\Rorschach_blot_02.jpg,brassiere,1,12.75,nasnetmobile
12,cards\Rorschach_blot_02.jpg,conch,2,9.86,nasnetmobile
13,cards\Rorschach_blot_02.jpg,hen-of-the-woods,3,3.48,nasnetmobile
14,cards\Rorschach_blot_02.jpg,mushroom,4,0.77,nasnetmobile
15,cards\Rorschach_blot_02.jpg,isopod,5,0.67,nasnetmobile
16,cards\Rorschach_blot_02.jpg,candle,6,0.63,nasnetmobile
17,cards\Rorschach_blot_02.jpg,stinkhorn,7,0.54,nasnetmobile
18,cards\Rorschach_blot_02.jpg,frilled_lizard,8,0.47,nasnetmobile
19,cards\Rorschach_blot_02.jpg,hair_slide,9,0.44,nasnetmobile
20,cards\Rorschach_blot_03.jpg,ant,0,25.81,nasnetmobile
21,cards\Rorschach_blot_03.jpg,paper_towel,1,2.26,nasnetmobile
22,cards\Rorschach_blot_03.jpg,book_jacket,2,2.0,nasnetmobile
23,cards\Rorschach_blot_03.jpg,envelope,3,1.95,nasnetmobile
24,cards\Rorschach_blot_03.jpg,shield,4,1.93,nasnetmobile
25,cards\Rorschach_blot_03.jpg,tray,5,1.85,nasnetmobile
26,cards\Rorschach_blot_03.jpg,wall_clock,6,1.27,nasnetmobile
27,cards\Rorschach_blot_03.jpg,garden_spider,7,1.24,nasnetmobile
28,cards\Rorschach_blot_03.jpg,barn_spider,8,1.06,nasnetmobile
29,cards\Rorschach_blot_03.jpg,toilet_tissue,9,1.01,nasnetmobile
30,cards\Rorschach_blot_04.jpg,king_crab,0,23.99,nasnetmobile
31,cards\Rorschach_blot_04.jpg,jellyfish,1,16.61,nasnetmobile
32,cards\Rorschach_blot_04.jpg,scorpion,2,5.01,nasnetmobile
33,cards\Rorschach_blot_04.jpg,isopod,3,4.59,nasnetmobile
34,cards\Rorschach_blot_04.jpg,starfish,4,1.96,nasnetmobile
35,cards\Rorschach_blot_04.jpg,rock_crab,5,1.76,nasnetmobile
36,cards\Rorschach_blot_04.jpg,tick,6,1.5,nasnetmobile
37,cards\Rorschach_blot_04.jpg,space_shuttle,7,1.24,nasnetmobile
38,cards\Rorschach_blot_04.jpg,scuba_diver,8,1.05,nasnetmobile
39,cards\Rorschach_blot_04.jpg,crayfish,9,1.05,nasnetmobile
40,cards\Rorschach_blot_05.jpg,ant,0,41.33,nasnetmobile
41,cards\Rorschach_blot_05.jpg,fly,1,5.27,nasnetmobile
42,cards\Rorschach_blot_05.jpg,isopod,2,4.18,nasnetmobile
43,cards\Rorschach_blot_05.jpg,tick,3,3.66,nasnetmobile
